,departure_icao,destination_icao,callsign,departure_continent,departure_subcontinent,departure_country,departure_iata,departure_country_code,departure_region_name,departure_airport,departure_latitude,departure_longitude,destination_continent,destination_subcontinent,destination_country,destination_iata,destination_country_code,destination_region_name,destination_airport,destination_latitude,destination_longitude
2470,EHRD,KSRQ,1,Europe,Western Europe,Netherlands,RTM,NL,Zuid-Holland,Rotterdam The Hague Airport,51.9569,4.43722,Americas,North America,United States,SRQ,US,Florida,Sarasota-Bradenton International Airport,27.3954,-82.5544
2471,EHRD,LDPL,1,Europe,Western Europe,Netherlands,RTM,NL,Zuid-Holland,Rotterdam The Hague Airport,51.9569,4.43722,Europe,Southern Europe,Croatia,PUY,HR,Istarska zupanija,Pula Airport,44.8935,13.9222
2472,EHRD,LEAL,1,Europe,Western Europe,Netherlands,RTM,NL,Zuid-Holland,Rotterdam The Hague Airport,51.9569,4.43722,Europe,Southern Europe,Spain,ALC,ES,"Valenciana, Comunidad",Alicante-Elche Airport,38.2822,-0.558156
2473,EHRD,LEMG,1,Europe,Western Europe,Netherlands,RTM,NL,Zuid-Holland,Rotterdam The Hague Airport,51.9569,4.43722,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911
2474,EHRD,LEPA,1,Europe,Western Europe,Netherlands,RTM,NL,Zuid-Holland,Rotterdam The Hague Airport,51.9569,4.43722,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881
2475,EHRD,LFBE,1,Europe,Western Europe,Netherlands,RTM,NL,Zuid-Holland,Rotterdam The Hague Airport,51.9569,4.43722,Europe,Western Europe,France,EGC,FR,Nouvelle-Aquitaine,Bergerac Dordogne Perigord Airport,44.8253,0.518611
2476,EHRD,LGKO,1,Europe,Western Europe,Netherlands,RTM,NL,Zuid-Holland,Rotterdam The Hague Airport,51.9569,4.43722,Europe,Southern Europe,Greece,KGS,GR,Notio Aigaio,Kos Island International Airport,36.7933,27.0917
2477,EHRD,LGKR,1,Europe,Western Europe,Netherlands,RTM,NL,Zuid-Holland,Rotterdam The Hague Airport,51.9569,4.43722,Europe,Southern Europe,Greece,CFU,GR,Ionia Nisia,Corfu International Airport (Ioannis Kapodistrias Int'l Airport),39.6019,19.9117
2478,EHRD,LIRF,1,Europe,Western Europe,Netherlands,RTM,NL,Zuid-Holland,Rotterdam The Hague Airport,51.9569,4.43722,Europe,Southern Europe,Italy,FCO,IT,Lazio,Rome–Fiumicino International Airport,41.8003,12.2389
2479,EHRD,LOWW,1,Europe,Western Europe,Netherlands,RTM,NL,Zuid-Holland,Rotterdam The Hague Airport,51.9569,4.43722,Europe,Central Europe,Austria,VIE,AT,Niederosterreich,Vienna International Airport,48.1103,16.5697
2480,EHRD,LPPT,1,Europe,Western Europe,Netherlands,RTM,NL,Zuid-Holland,Rotterdam The Hague Airport,51.9569,4.43722,Europe,Southern Europe,Portugal,LIS,PT,Lisboa,Lisbon Portela Airport,38.7813,-9.13592
2481,EHRD,LTAI,1,Europe,Western Europe,Netherlands,RTM,NL,Zuid-Holland,Rotterdam The Hague Airport,51.9569,4.43722,Asia,Southwest Asia and the Middle East,Turkey,AYT,TR,Antalya,Antalya Airport,36.8987,30.8005
2482,EHRD,LTFJ,1,Europe,Western Europe,Netherlands,RTM,NL,Zuid-Holland,Rotterdam The Hague Airport,51.9569,4.43722,Asia,Southwest Asia and the Middle East,Turkey,SAW,TR,Istanbul,Sabiha Gokcen International Airport,40.8986,29.3092
2483,EHSE,ESSB,1,Asia,Central Asia,Kyrgyzstan,,NL,Noord-Brabant,Breda International Airport,51.5549,4.5526,Europe,Nordic Region,Sweden,BMA,SE,Stockholms lan,Stockholm Bromma Airport,59.3556,17.9436
2484,EHSE,ESSB,1,Asia,Southeast Asia,Vietnam,,NL,Noord-Brabant,Breda International Airport,51.5549,4.5526,Europe,Nordic Region,Sweden,BMA,SE,Stockholms lan,Stockholm Bromma Airport,59.3556,17.9436
2485,EHTE,EHTE,1,Asia,Central Asia,Kyrgyzstan,,NL,Gelderland,Teuge International Airport,52.242,6.0518,Asia,Central Asia,Kyrgyzstan,,NL,Gelderland,Teuge International Airport,52.242,6.0518
2486,EHTE,EHTE,1,Asia,Central Asia,Kyrgyzstan,,NL,Gelderland,Teuge International Airport,52.242,6.0518,Asia,Southeast Asia,Vietnam,,NL,Gelderland,Teuge International Airport,52.242,6.0518
2487,EHTE,EHTE,1,Asia,Southeast Asia,Vietnam,,NL,Gelderland,Teuge International Airport,52.242,6.0518,Asia,Central Asia,Kyrgyzstan,,NL,Gelderland,Teuge International Airport,52.242,6.0518
2488,EHTE,EHTE,1,Asia,Southeast Asia,Vietnam,,NL,Gelderland,Teuge International Airport,52.242,6.0518,Asia,Southeast Asia,Vietnam,,NL,Gelderland,Teuge International Airport,52.242,6.0518
2489,EICK,BIKF,1,Europe,Western Europe,Ireland,ORK,IE,Cork,Cork Airport,51.8413,-8.49111,Europe,Nordic Region,Iceland,KEF,IS,Sudurnes,Keflavík International Airport,63.985,-22.6056
2490,EICK,CYQX,1,Europe,Western Europe,Ireland,ORK,IE,Cork,Cork Airport,51.8413,-8.49111,Americas,North America,Canada,YQX,CA,Newfoundland and Labrador,Gander International Airport / CFB Gander,48.9369,-54.5681
2491,EICK,EGPF,2,Europe,Western Europe,Ireland,ORK,IE,Cork,Cork Airport,51.8413,-8.49111,Europe,United Kingdom,Scotland,GLA,GB,Scotland,Glasgow Airport,55.8719,-4.43306
2492,EICK,EIDW,1,Europe,Western Europe,Ireland,ORK,IE,Cork,Cork Airport,51.8413,-8.49111,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007
2493,EICK,EIKY,1,Europe,Western Europe,Ireland,ORK,IE,Cork,Cork Airport,51.8413,-8.49111,Europe,Western Europe,Ireland,KIR,IE,Kerry,Kerry Airport (Farranfore Airport),52.1809,-9.52378
2494,EICK,KBFI,1,Europe,Western Europe,Ireland,ORK,IE,Cork,Cork Airport,51.8413,-8.49111,Americas,North America,United States,BFI,US,Washington,Boeing Field/King County International Airport,47.53,-122.302
2495,EICK,KBGR,4,Europe,Western Europe,Ireland,ORK,IE,Cork,Cork Airport,51.8413,-8.49111,Americas,North America,United States,BGR,US,Maine,Bangor International Airport,44.8074,-68.8281
2496,EICK,KCLE,1,Europe,Western Europe,Ireland,ORK,IE,Cork,Cork Airport,51.8413,-8.49111,Americas,North America,United States,CLE,US,Ohio,Cleveland Hopkins International Airport,41.4117,-81.8498
2497,EICK,KMDW,1,Europe,Western Europe,Ireland,ORK,IE,Cork,Cork Airport,51.8413,-8.49111,Americas,North America,United States,MDW,US,Illinois,Chicago Midway International Airport,41.7861,-87.7525
2498,EICK,KPHL,1,Europe,Western Europe,Ireland,ORK,IE,Cork,Cork Airport,51.8413,-8.49111,Americas,North America,United States,PHL,US,Pennsylvania,Philadelphia International Airport,39.8719,-75.2411
2499,EICK,LFOB,1,Europe,Western Europe,Ireland,ORK,IE,Cork,Cork Airport,51.8413,-8.49111,Europe,Western Europe,France,BVA,FR,Hauts-de-France,Beauvais–Tillé Airport,49.45444,2.11277
2500,EICK,LTBJ,1,Europe,Western Europe,Ireland,ORK,IE,Cork,Cork Airport,51.8413,-8.49111,Asia,Southwest Asia and the Middle East,Turkey,ADB,TR,Izmir,Izmir Adnan Menderes Airport,38.2916,27.1487
2501,EIDW,BIKF,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Nordic Region,Iceland,KEF,IS,Sudurnes,Keflavík International Airport,63.985,-22.6056
2502,EIDW,CYQB,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,Canada,YQB,CA,Quebec,Quebec City Jean Lesage International Airport,46.7911,-71.3933
2503,EIDW,CYQX,3,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,Canada,YQX,CA,Newfoundland and Labrador,Gander International Airport / CFB Gander,48.9369,-54.5681
2504,EIDW,CYSJ,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,Canada,YSJ,CA,New Brunswick,Saint John Airport,45.3161,-65.8903
2505,EIDW,CYUL,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,Canada,YUL,CA,Quebec,Montréal-Pierre Elliott Trudeau International Airport,45.4657,-73.7455
2506,EIDW,CYYT,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,Canada,YYT,CA,Newfoundland and Labrador,St. John's International Airport,47.6186,-52.7519
2507,EIDW,CYYZ,10,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,Canada,YYZ,CA,Ontario,Toronto Pearson International Airport,43.6797,-79.6227
2508,EIDW,EDDF,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Central Europe,Germany,FRA,DE,Hessen,Frankfurt Airport,50.0333,8.57056
2509,EIDW,EDDS,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Central Europe,Germany,STR,DE,Baden-Wurttemberg,Stuttgart Airport,48.6899,9.22196
2510,EIDW,EDDV,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Central Europe,Germany,HAJ,DE,Niedersachsen,Hannover Airport,52.4611,9.68508
2511,EIDW,EDFH,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Central Europe,Germany,HHN,DE,Rheinland-Pfalz,Frankfurt-Hahn Airport,49.9487,7.26389
2512,EIDW,EGAC,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,United Kingdom,Northern Ireland,BHD,GB,Northern Ireland,George Best Belfast City Airport,54.6181,-5.8725
2513,EIDW,EGFF,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,United Kingdom,Wales,CWL,GB,Wales,Cardiff Airport,51.3967,-3.34333
2514,EIDW,EGGW,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,United Kingdom,England,LTN,GB,England,London Luton Airport,51.8747,-0.368333
2515,EIDW,EGHI,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,United Kingdom,England,SOU,GB,England,Southampton Airport,50.9503,-1.3568
2516,EIDW,EGHQ,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,United Kingdom,England,NQY,GB,England,Cornwall Airport Newquay,50.4406,-4.99541
2517,EIDW,EGLL,3,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,United Kingdom,England,LHR,GB,England,Heathrow Airport,51.4775,-0.461389
2518,EIDW,EGNM,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,United Kingdom,England,LBA,GB,England,Leeds Bradford Airport,53.8659,-1.66057
2519,EIDW,EGNT,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,United Kingdom,England,NCL,GB,England,Newcastle Airport,55.0375,-1.69167
2520,EIDW,EGNV,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,United Kingdom,England,MME,GB,England,Teesside International Airport,54.5092,-1.42941
2521,EIDW,EGPH,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,United Kingdom,Scotland,EDI,GB,Scotland,Edinburgh Airport,55.95,-3.3725
2522,EIDW,EGSS,4,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,United Kingdom,England,STN,GB,England,London Stansted Airport,51.885,0.235
2523,EIDW,EGTE,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,United Kingdom,England,EXT,GB,England,Exeter International Airport,50.7344,-3.41389
2524,EIDW,EHAM,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Western Europe,Netherlands,AMS,NL,Noord-Holland,Amsterdam Airport Schiphol,52.3086,4.76389
2525,EIDW,EIKY,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Western Europe,Ireland,KIR,IE,Kerry,Kerry Airport (Farranfore Airport),52.1809,-9.52378
2526,EIDW,EINN,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Western Europe,Ireland,SNN,IE,Clare,Shannon Airport,52.702,-8.92482
2527,EIDW,ENGM,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Nordic Region,Norway,OSL,NO,Akershus,Oslo Airport,60.1939,11.1004
2528,EIDW,EPLL,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Central Europe,Poland,LCJ,PL,Lodzkie,Lodz Wladyslaw Reymont Airport,51.7219,19.3981
2529,EIDW,EVRA,3,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Nordic Region,Latvia,RIX,LV,Riga,Riga International Airport,56.9236,23.9711
2530,EIDW,GMTT,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Africa,Northern Africa,Morocco,TNG,MA,Tanger-Tetouan-Al Hoceima,Tangier Ibn Battouta Airport,35.7269,-5.91689
2531,EIDW,HAAB,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Africa,Eastern Africa,Ethiopia,ADD,ET,Addis Ababa,Addis Ababa Bole International Airport,8.97778,38.7994
2532,EIDW,KBDL,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,BDL,US,Connecticut,Bradley International Airport,41.9392,-72.6833
2533,EIDW,KBFI,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,BFI,US,Washington,Boeing Field/King County International Airport,47.53,-122.302
2534,EIDW,KBGR,10,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,BGR,US,Maine,Bangor International Airport,44.8074,-68.8281
2535,EIDW,KBNA,5,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,BNA,US,Tennessee,Nashville International Airport,36.1245,-86.6782
2536,EIDW,KBOS,4,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,BOS,US,Massachusetts,Logan International Airport,42.3643,-71.0052
2537,EIDW,KBUF,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,BUF,US,New York,Buffalo Niagara International Airport,42.9405,-78.7322
2538,EIDW,KCAE,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,CAE,US,South Carolina,Columbia Metropolitan Airport,33.9388,-81.1195
2539,EIDW,KCHS,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,CHS,US,South Carolina,Charleston International Airport / Charleston Air Force Base,32.8986,-80.0405
2540,EIDW,KCLE,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,CLE,US,Ohio,Cleveland Hopkins International Airport,41.4117,-81.8498
2541,EIDW,KCLT,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,CLT,US,North Carolina,Charlotte Douglas International Airport,35.214,-80.9431
2542,EIDW,KDAL,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,DAL,US,Texas,Dallas Love Field,32.8471,-96.8518
2543,EIDW,KDEN,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,DEN,US,Colorado,Denver International Airport,39.8617,-104.673
2544,EIDW,KDFW,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,DFW,US,Texas,Dallas/Fort Worth International Airport,32.8968,-97.038
2545,EIDW,KDTW,3,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,DTW,US,Michigan,Detroit Metro Wayne County Airport,42.2125,-83.3533
2546,EIDW,KEWR,5,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,EWR,US,New Jersey,Newark Liberty International Airport,40.6925,-74.1686
2547,EIDW,KFLL,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,FLL,US,Florida,Fort Lauderdale-Hollywood International Airport,26.0726,-80.1527
2548,EIDW,KIAD,8,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,IAD,US,Virginia,Washington Dulles International Airport,38.9445,-77.4558
2549,EIDW,KILM,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,ILM,US,North Carolina,Wilmington International Airport,34.2706,-77.9026
2550,EIDW,KIND,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,IND,US,Indiana,Indianapolis International Airport,39.7173,-86.2944
2551,EIDW,KJFK,3,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,JFK,US,New York,John F. Kennedy International Airport,40.6397,-73.7789
2552,EIDW,KLAX,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,LAX,US,California,Los Angeles International Airport,33.9425,-118.408
2553,EIDW,KMCO,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,MCO,US,Florida,Orlando International Airport,28.4294,-81.309
2554,EIDW,KMDW,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,MDW,US,Illinois,Chicago Midway International Airport,41.7861,-87.7525
2555,EIDW,KMEM,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,MEM,US,Tennessee,Memphis International Airport,35.0424,-89.9767
2556,EIDW,KMSP,7,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,MSP,US,Minnesota,Minneapolis-Saint Paul International Airport (Wold-Chamberlain Field),44.882,-93.2218
2557,EIDW,KOAK,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,OAK,US,California,Oakland International Airport,37.7213,-122.221
2558,EIDW,KORD,3,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,ORD,US,Illinois,Chicago O'Hare International Airport,41.9786,-87.9047
2559,EIDW,KPBI,4,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,PBI,US,Florida,Palm Beach International Airport,26.6832,-80.0956
2560,EIDW,KPHL,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,PHL,US,Pennsylvania,Philadelphia International Airport,39.8719,-75.2411
2561,EIDW,KPIT,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,PIT,US,Pennsylvania,Pittsburgh International Airport,40.4915,-80.2329
2562,EIDW,KROC,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,ROC,US,New York,Greater Rochester International Airport,43.1189,-77.6724
2563,EIDW,KSEA,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,SEA,US,Washington,Seattle-Tacoma International Airport,47.449,-122.309
2564,EIDW,KSFO,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,SFO,US,California,San Francisco International Airport,37.619,-122.375
2565,EIDW,KSJC,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,SJC,US,California,San Jose International Airport,37.3626,-121.929
2566,EIDW,KSTL,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,STL,US,Missouri,Lambert-St. Louis International Airport,38.7487,-90.37
2567,EIDW,KTPA,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,North America,United States,TPA,US,Florida,Tampa International Airport,27.9755,-82.5332
2568,EIDW,LEBL,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Southern Europe,Spain,BCN,ES,Catalunya,Barcelona El Prat Airport,41.2971,2.07846
2569,EIDW,LEMD,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Southern Europe,Spain,MAD,ES,"Madrid, Comunidad de",Adolfo Suarez Madrid-Barajas Airport,40.4719,-3.56264
2570,EIDW,LFCR,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Western Europe,France,RDZ,FR,Occitanie,Rodez-Marcillac Airport,44.4079,2.48267
2571,EIDW,LFMN,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Western Europe,France,NCE,FR,Provence-Alpes-Cote-d'Azur,Nice Cote d'Azur Airport,43.6584,7.21587
2572,EIDW,LFPG,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Western Europe,France,CDG,FR,Ile-de-France,Paris Charles de Gaulle Airport,49.0097,2.54778
2573,EIDW,LGIR,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Southern Europe,Greece,HER,GR,Kriti,Heraklion International Airport (Nikos Kazantzakis Airport),35.3397,25.1803
2574,EIDW,LGKR,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Southern Europe,Greece,CFU,GR,Ionia Nisia,Corfu International Airport (Ioannis Kapodistrias Int'l Airport),39.6019,19.9117
2575,EIDW,LHBP,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Central Europe,Hungary,BUD,HU,Budapest,Budapest Ferenc Liszt International Airport,47.4298,19.2611
2576,EIDW,LKPR,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Central Europe,Czech Republic,PRG,CZ,Stredocesky kraj,Vaclav Havel Airport Prague,50.1008,14.26
2577,EIDW,LPFR,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Southern Europe,Portugal,FAO,PT,Faro,Faro Airport,37.0144,-7.96591
2578,EIDW,LTFM,2,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Asia,Southwest Asia and the Middle East,Turkey,IST,TR,Istanbul,Istanbul Ataturk Airport,41.2753,28.7519
2579,EIDW,LUKK,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Europe,Eastern Europe,Moldova,RMO,MD,Chisinau,Chisinau International Airport,46.9277,28.931
2580,EIDW,MBPV,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Americas,Caribbean,Turks and Caicos Islands,PLS,TC,Turks and Caicos Islands,Providenciales International Airport,21.7736,-72.2659
2581,EIDW,OMAA,3,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Asia,Southwest Asia and the Middle East,United Arab Emirates,AUH,AE,Abu Zaby,Abu Dhabi International Airport,24.433,54.6511
2582,EIDW,OMDW,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Asia,Southwest Asia and the Middle East,United Arab Emirates,DWC,AE,Dubayy,Al Maktoum International Airport,24.8964,55.1614
2583,EIDW,OTHH,1,Europe,Western Europe,Ireland,DUB,IE,Dublin,Dublin Airport,53.4213,-6.27007,Asia,Southwest Asia and the Middle East,Qatar,DOH,QA,Ad Dawhah,Hamad International Airport,25.2731,51.6081
2584,EIKN,EGGP,1,Europe,Western Europe,Ireland,NOC,IE,Mayo,Ireland West Airport Knock,53.9103,-8.81849,Europe,United Kingdom,England,LPL,GB,England,Liverpool John Lennon Airport,53.3336,-2.84972
2585,EIKN,EGGW,3,Europe,Western Europe,Ireland,NOC,IE,Mayo,Ireland West Airport Knock,53.9103,-8.81849,Europe,United Kingdom,England,LTN,GB,England,London Luton Airport,51.8747,-0.368333
2586,EIKN,EGLL,1,Europe,Western Europe,Ireland,NOC,IE,Mayo,Ireland West Airport Knock,53.9103,-8.81849,Europe,United Kingdom,England,LHR,GB,England,Heathrow Airport,51.4775,-0.461389
2587,EIKN,EGSS,1,Europe,Western Europe,Ireland,NOC,IE,Mayo,Ireland West Airport Knock,53.9103,-8.81849,Europe,United Kingdom,England,STN,GB,England,London Stansted Airport,51.885,0.235
2588,EIKN,EINN,2,Europe,Western Europe,Ireland,NOC,IE,Mayo,Ireland West Airport Knock,53.9103,-8.81849,Europe,Western Europe,Ireland,SNN,IE,Clare,Shannon Airport,52.702,-8.92482
2589,EIKN,KBGR,1,Europe,Western Europe,Ireland,NOC,IE,Mayo,Ireland West Airport Knock,53.9103,-8.81849,Americas,North America,United States,BGR,US,Maine,Bangor International Airport,44.8074,-68.8281
2590,EIKN,LEAL,1,Europe,Western Europe,Ireland,NOC,IE,Mayo,Ireland West Airport Knock,53.9103,-8.81849,Europe,Southern Europe,Spain,ALC,ES,"Valenciana, Comunidad",Alicante-Elche Airport,38.2822,-0.558156
2591,EIKN,LEPA,1,Europe,Western Europe,Ireland,NOC,IE,Mayo,Ireland West Airport Knock,53.9103,-8.81849,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881
2592,EIKN,LFBL,1,Europe,Western Europe,Ireland,NOC,IE,Mayo,Ireland West Airport Knock,53.9103,-8.81849,Europe,Western Europe,France,LIG,FR,Nouvelle-Aquitaine,Limoges - Bellegarde Airport,45.8628,1.17944
2593,EIKN,LPFR,1,Europe,Western Europe,Ireland,NOC,IE,Mayo,Ireland West Airport Knock,53.9103,-8.81849,Europe,Southern Europe,Portugal,FAO,PT,Faro,Faro Airport,37.0144,-7.96591
